AimagName_mng,SoumName_mng,BagName_mng,BagN,PlotName_mng,AimagName,SoumName,Bagname,PlotName,Longitude,Latitude,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
??????????,????,???????????,1,?? ?????????,Uvurhangai,Burd,Ar jargalant,Ar jargalant,104.1103056,47.11688889,1.6,2.3,4.45,3.2,5.2,13.6,6.8,1.7,3.1,5.2,0.9,5.8,2.6,3.4
??????????,????,????????,4,?? ?????,Uvurhangai,Burd,Ar hushuut,Ar hadat,103.6691,46.88603,1.6,3,4.2,2.4,6.5,18.3,5.9,5.6,4.1,6.9,1.9,0.3,1.4,2.5
??????????,????,??????,3,??????,Uvurhangai,Burd,Dongit,Dongit,103.6967,47.19928,1.1,2.4,4.2,1.8,4.2,7.8,9.3,7.3,3.4,8.2,0.8,3,1.7,1.5
??????????,????,??????????,2,????????,Uvurhangai,Burd,Ih borigdoi,Sonduult,103.5104,47.07536,,,,,,,8.5,3.7,5,6.1,1.2,4.6,0.6,0.4
??????????,????,?????,5,??????????? ??????/????????????,Uvurhangai,Burd,Ongon,Hashaalaagui talbai/Uzuurhavtgai,103.7889,46.96714,0.3,0.2,0.2,0.6,2,1.4,2.2,0.4,3.9,4.3,1.5,3.4,2.4,0.5
??????????,?????-??,????????,3,??????,Uvurhangai,Guchin-Us,Argalant,Paaluu,102.1994,45.44208,0.5,0.01,0.3,2.2,1.8,0.5,19.4,0.1,2.1,2.3,2.4,1.6,0.3,0.6
??????????,?????-??,??????,4,????? ???,Uvurhangai,Guchin-Us,Arguit,Shavar tsav,102.3179,45.33981,,,,,,,,,1.2,0.3,1.1,0.5,0.5,0.01
??????????,?????-??,??????,4,??????????? ??????/??????? ????,Uvurhangai,Guchin-Us,Arguit,Hashaalaagui talbai/Tsergiin ovoo,102.4086,45.4711,0.4,0.2,0.3,1.6,1.1,2.1,6.7,0.4,,,,,,
??????????,?????-??,?????,2,??? ????,Uvurhangai,Guchin-Us,Guchin,Bor ovoo,102.5562,45.56947,0.2,0.2,0.3,1.3,0.6,1,5.1,0.2,1,1.6,2.1,0.6,0.2,0.3
??????????,?????-??,??????,1,??????,Uvurhangai,Guchin-Us,Huuvur,Huuvur,102.5499,45.3455,3.1,,,3.1,2.45,3.6,8.1,2.8,3.9,0.6,1.4,1.6,0.4,0.4
??????????,???? ????,?????????,2,??????????? ??????/??? ????,Uvurhangai,Esunzuil,Munhbulag,Hashaalaagui talbai/Hun Ovoo,103.5309,46.74047,3.1,3.2,3.6,2,1.2,1.7,2.4,0.6,1.6,3.6,1.1,2.1,2.2,2.3
??????????,???? ????,???????,1,?????????,Uvurhangai,Esunzuil,Tahilag,Nairamdal,103.7846,46.43444,3.5,3.9,4.1,10.2,3.6,3.8,19.2,3.2,2,1,1.5,3.3,0.8,1.9
??????????,???? ????,?????,4,??????,Uvurhangai,Esunzuil,Ereen,Dulaan,103.37,46.88019,2.4,3.3,3.2,,,3.4,3.4,3,2.2,4.5,1.4,4.2,2.1,2.1
??????????,???? ????,???????,3,????,Uvurhangai,Esunzuil,Hairhan,Sunt,103.6963,46.83011,1.6,3.8,3.45,14.1,10.4,8.7,2.5,6.2,4.9,4.2,1,1.8,3,3.4
??????????,????????-?????,????-?????,4,????? ???,Uvurhangai,Zuunbayan-Ulaan,Bayan-Ulaan,Ulaan del,102.558,46.43267,3.4,1.8,3.5,1.5,5.4,6.3,2.2,11.7,9.7,9.2,2.7,2.1,1.3,0.4
??????????,????????-?????,????-?????,4,??????????? ??????/???????,Uvurhangai,Zuunbayan-Ulaan,Bayan-Ulaan,Hashaalaagui talbai,102.6456,46.5137,1.9,2,2.6,14.8,10.2,9.8,2.1,10.5,4.8,5.6,1.4,1.3,0.2,0.01
??????????,????????-?????,??????,6,?????,Uvurhangai,Zuunbayan-Ulaan,Devshil,Sharga,103.0585,46.33456,2,3.5,3.5,7.9,14.8,11.6,2.6,9.6,3.7,5,2.6,1.3,1.7,0.01
??????????,????????-?????,???,5,?????,Uvurhangai,Zuunbayan-Ulaan,Had,Abiat,102.8619,46.64939,1.8,3,4.6,10.1,10.1,10.2,2.3,15.4,8.1,7.6,7,4.4,0.4,0.3
??????????,????????-?????,???????,2,??????,Uvurhangai,Zuunbayan-Ulaan,Tsahiurt,Galuut,102.7113,46.64772,1.9,3.5,2.1,17.3,9.8,10.6,1.9,7.6,11,10.7,11.4,2,4.8,0.2
??????????,????????-?????,?????,1,????????,Uvurhangai,Zuunbayan-Ulaan,Emged,Bayanzurh,102.4758,46.63936,2.5,0.2,2,1.2,2.8,1.9,4.5,3,4.1,7.3,3,1.4,0.6,0.01
??????????,??????????,????????,2,?? ?????,Uvurhangai,Nariinteel,Bayanteeg,Ih bulag,101.7423,45.80325,1.5,3,1,0.6,2.6,2.7,2.9,3.6,0.2,1.8,0.8,2.1,0.4,1
??????????,??????????,??????????,3,??????,Uvurhangai,Nariinteel,Undurhumug,Chuluut,101.59,46.10978,3,0.5,0.5,1.4,3,1.1,1.1,4.2,0.2,3.4,1,1.8,2.1,1.3
??????????,??????????,??????-????,4,??????????? ??????,Uvurhangai,Nariinteel,Tsagaan-Ovoo,Hashaalaagui talbai,101.4429,45.96017,1.8,1.5,1.2,1,5.2,1.2,0.4,1.9,0.2,2.4,0.4,2.9,0.8,1
??????????,??????????,?????,1,????????,Uvurhangai,Nariinteel,Sharga,Tsagduult,101.6974,46.02531,0.8,2.8,2.2,2.8,2.7,2.4,6.8,0.8,0.1,2.9,1,0.5,1.1,1.7
??????????,??????,?????????,1,???????,Uvurhangai,Ulziit,Bor hoshuut,Zegstei,103.2639444,46.75919444,1.4,3.5,1.9,0.5,1.7,5.3,0.7,1.5,1,5.3,2.8,0.3,2.9,2.3
??????????,??????,??????,4,??????,Uvurhangai,Ulziit,Guulin,Guulin,103.4376,46.41269,,3.1,1.8,2.8,2.5,2.2,3.5,1.1,1,1.8,0.5,0.8,0.9,2
??????????,??????,??????,3,?????,Uvurhangai,Ulziit,Yargait,Hutul,103.5207,46.50958,2.2,3.9,2.7,2.5,2.3,1.7,8.4,0.8,0.8,1.7,1.2,1.8,0.8,2.8
??????????,??????,??????,3,??????????? ??????,Uvurhangai,Ulziit,Yargait,Hashaalaagui talbai,103.5308,46.60064,7,2,1.5,1.1,1.4,2.8,3.6,0.4,0.6,1.5,1.6,0.8,1.2,2.8
??????????,????,?????,4,?????,Uvurhangai,Sant,Zalaa,Zaraa,103.7159,46.25406,5.2,0.8,0.8,1,0.1,2,7.5,1.8,0.2,1.3,0.6,1,0.2,0.5
??????????,????,??????,5,??????????? ??????/??? ?????,Uvurhangai,Sant,Maihan,Hashaalaagui talbai/Bor hoshuu,103.8385,46.06689,6.6,2.4,2.9,0.9,0.3,4.1,2.6,0.6,1.3,0.6,1.1,1.2,0.5,0.5
??????????,????,?????-????,3,????,Uvurhangai,Sant,Ulaan-Ovoo,Shand,104.0156,45.976,6.5,2.8,1.9,0.05,0.2,5.1,9,0.6,1.2,1,1.2,0.9,0.4,0.4
??????????,????,?????,1,??????,Uvurhangai,Sant,Tsargi,Bumbat,103.5878,46.21611,6,2.4,3.2,0.1,0.4,0.9,12.6,0.8,0.6,0.9,0.9,2.4,0.3,0.8
??????????,????,???????,2,??????,Uvurhangai,Sant,Tsahiurt,Shuuduu,104.1476,45.95353,1.8,0.8,1.3,1.8,1.4,1.8,5.8,0.8,2.5,1.2,2.1,0.7,1.1,0.6
??????????,??????,????????,6,????? ???,Uvurhangai,Taragt,Altantal,Altan tal,102.9968,46.174,4.5,1.8,0.2,0.8,1.2,2.1,4.3,4.7,1.5,1.4,0.6,1.6,0.6,0.7
??????????,??????,?????????,2,?????,Uvurhangai,Taragt,Arvaintal,Uizen,102.6157,46.19172,,,0.8,0.2,0.9,2.4,2.7,2,2.6,5.5,2.3,0.5,1.4,1.4
??????????,??????,???????,5,?? ???,Uvurhangai,Taragt,Ih bulag,Ih uul,102.8474,46.40836,4.1,0.2,1,0.6,0.9,6.1,6.1,3.2,1.2,1.6,0.8,3.1,1.3,0.3
??????????,??????,????,1,???????,Uvurhangai,Taragt,Tuyaa,Horhoit,102.6839,45.97569,,,1.3,2,0.7,1.6,3.4,2.7,3.6,2.3,1.4,0.9,0.5,0.9
??????????,??????,????,1,??????? ?????,Uvurhangai,Taragt,Tuyaa,Berhiin bulan,102.7293,46.33075,,2.1,1,1,0.9,3.1,5.3,3.4,2.8,4,0.9,2.2,1.6,0.4
??????????,??????,??????,3,??????,Uvurhangai,Taragt,Huremt,Huremt,102.4802,46.29272,,,,,,,,,2.1,2.4,1.1,2,2.1,1.8
??????????,??????,????,5,?????,Uvurhangai,Tugrug,Bayan,Ugalz,103.0469,45.24531,0.2,0.2,0.6,14.5,0.3,14.9,3.8,1.4,,4.6,2.2,1.8,0.6,0.01
??????????,??????,??-??,2,????,Uvurhangai,Tugrug,Ih-Us,Hayaa,102.7733,45.407,,,,,,,,,2.4,1.8,1.1,1.7,0.4,0.01
??????????,??????,??-??,2,?????,Uvurhangai,Tugrug,Ih-Us,Zodoh,102.8114,45.5883,0.5,0.1,1.2,9.05,0.4,14.4,4.3,2.4,,,,,,
??????????,??????,?????,3,???? ??????,Uvurhangai,Tugrug,Mazar,Suul tolgoi,102.8602,45.75986,1.2,0.2,0.13,0.4,0.2,19.8,8.6,1.1,3.4,3.2,1,1.5,0.8,0.3
??????????,??????,??????????,4,?????????????,Uvurhangai,Tugrug,Sain tugrug,Hongorhairhan,103.2269,45.45986,,,,,,,,,2.6,3.6,1.6,2.9,0.3,0.6
??????????,??????,??????????,4,??????????,Uvurhangai,Tugrug,Sain tugrug,Saintugrug,103.3136,45.26197,1,0.1,0.1,12.3,0.3,7.4,9,0.8,,,,,,
??????????,??????,?????,1,??????????? ??????,Uvurhangai,Tugrug,Hoolt,Hashaalaagui talbai,103.0088,45.55097,0.6,2,0.7,2.6,2.6,3.9,5.2,5.9,0.8,2.4,1,1.2,0.5,0.2
??????????,?????,??????,5,??????,Uvurhangai,Uyanga,Badral,Maanit,102.1928,46.34281,1.8,2.1,0.9,3.2,7.1,8.2,2.2,12.5,1.7,3.2,1.8,2.6,1.6,0.8
??????????,?????,??????????,6,????,Uvurhangai,Uyanga,Buuruljuut,Tugj,102.223,46.591,1.2,2.9,0.9,1.6,6.8,7.3,2.5,4.6,0.9,6.1,0.7,9.2,1,0.6
??????????,?????,?????????,1,???,Uvurhangai,Uyanga,Jargalant,Tsoh,101.9331,46.34389,0.9,2.2,0.9,2.5,4.2,6.1,3.8,4,1.8,4.2,2.3,0.7,1.9,0.9
??????????,?????,????,8,??????????? ??????,Uvurhangai,Uyanga,Ongi,Hashaalaagui talbai,102.3021,46.4517,,2.8,1.8,2.5,11.2,11.5,3,27.3,0.2,4.6,0.6,1.6,3.2,1.1
??????????,?????,???,7,????,Uvurhangai,Uyanga,Ult,Shont,102.2498,46.61956,1.2,3.1,0.8,2,6.7,5.7,3,2.6,12.4,14.6,17.4,2.6,11.6,1.2
??????????,?????,????,2,?????? ???????,Uvurhangai,Uyanga,Taats,Hushuun havtsgai,101.7619,46.3383,1.8,2.1,1,2.2,3.6,5.9,2.4,5.9,1.8,3.8,1.9,2.2,0.9,0.4
??????????,?????,?????-????,3,????,Uvurhangai,Uyanga,Shivee-Ovoo,Dayan,102.3164,46.47453,0.6,2,1.2,1.1,16.4,15.8,2,19.4,2.5,3.5,1.1,4.2,3.1,1.6
??????????,?????,???????,4,?? ??,Uvurhangai,Uyanga,Shuranga,Ar nam,101.9929,46.40772,1.4,1.2,1.55,1.2,2.8,1.4,14.6,4.2,8.2,9.2,4.5,2,5.9,0.4
??????????,?????????????,???????,5,????????? ?????? ,Uvurhangai,Hairhandulaan,Arguit,Gongiviin hooloi,102.0455,45.852,1.4,2.2,1.25,0.8,1.2,2.4,1.2,2.4,3.4,3.2,0.9,1.2,0.8,2.5
??????????,?????????????,???????,1,?????????? ??,Uvurhangai,Hairhandulaan,Burhant,Sevsuuliin am,102.0012,46.10144,2.1,2,1.6,1.1,1.8,1.6,6,3.4,1.7,2,0.1,1.4,0.3,1.1
??????????,?????????????,???????,1,???? ??????,Uvurhangai,Hairhandulaan,Burhant,Adag nariin,101.9957,45.92103,1.3,1.6,,14.6,2.5,2.3,0.2,3.2,3.7,3.6,0.8,1.6,0.6,1.3
??????????,?????????????,??????,6,??????????? ??????,Uvurhangai,Hairhandulaan,Marzat,Hashaalaagui talbai,102.0189,45.95061,1.4,2.2,1.1,2.8,3.2,2.9,8.4,3.4,0.8,4.8,1.6,2.1,1.2,1.8
??????????,?????????????,????,2,??????,Uvurhangai,Hairhandulaan,Nart,Hotont,102.3585,45.89119,2.1,1.6,2.2,2.3,3.4,2.2,0.7,3,2.1,1.9,1.4,2.5,0.6,1.3
??????????,?????????????,?????,3,????? ???,Uvurhangai,Hairhandulaan,Emeelt,Ereen had,102.1509,46.0184,,4.2,1.5,1.3,6.2,7.1,2.6,2.8,4.2,6.3,1.5,5.2,3.6,1.1
??????????,????????,??????-?????,2,????? ??????,Uvurhangai,Harhorin,Gangan-Orhon,Tavan tsohiot,103.0824,47.00867,,0.01,2.45,1.3,6.5,6.7,5.3,4.2,,0.1,1.2,4,5.4,0.9
??????????,????????,??????,6,?????,Uvurhangai,Harhorin,Jalbaa,Budir,103.2929,47.12461,,0.01,5,3.9,8.4,8.4,6.1,7.6,2.5,8.4,1.8,5.6,4.4,1.4
??????????,????????,???????-????,5,???? ??????,Uvurhangai,Harhorin,Ongotson-Uhaa,Azar tolgoi,102.9647,47.32242,,0.01,7.3,2.6,6.6,4.7,3.8,3.4,2.2,5.1,0.8,4.2,3,1.2
??????????,????????,???????-????,5,????? ??????,Uvurhangai,Harhorin,Ongotson-Uhaa,Hudag elstii,103.1176,47.2435,,1.4,2.3,3,5.8,7.2,5.2,3.6,2,6.4,,,,3.2
??????????,????????,?????,8,???? ??????,Uvurhangai,Harhorin,Orhon,Baga elstii,102.7918,47.10561,,,,,,,,,2,3.5,1.2,,4.6,0.6
??????????,????????,?????,8,?? ??????,Uvurhangai,Harhorin,Orhon,Ih nariin,102.7476,47.13208,,1.1,1,1.9,4.4,4.6,3.9,2.1,,0.1,,4,,0.9
??????????,????????,????????????,3,???????,Uvurhangai,Harhorin,Erdenetolgoi,Bayangol,102.7102,47.26278,,,,,,,,,1.8,3.5,1.6,2.9,2.6,0.9
??????????,????????,????????????,3,??????????? ??????,Uvurhangai,Harhorin,Erdenetolgoi,Hashaalaagui talbai,102.8124,47.23603,,,,,,,,,4.2,8.6,1.3,1.7,3.6,1.8
??????????,????????,????????????,3,?????,Uvurhangai,Harhorin,Erdenetolgoi,Namag,102.7815,47.36094,3.2,2.9,1.3,1.9,2.8,4.3,5.3,5.6,,,,,,
??????????,??????,????,3,??????? ?????,Uvurhangai,Hujirt,Berh,Berhiin bulan,102.5985,46.96206,3.8,6.3,5.1,1.4,6.7,9.4,4.2,1.9,1.5,2.8,2.2,3.7,2.1,1.2
??????????,??????,?????????,1,????? ?????,Uvurhangai,Hujirt,Uvur modot,Hangi muhar,102.8669,46.74492,1.4,0.01,2.8,2.6,2.2,2,5.2,13.1,15.3,6,2.9,4.1,1.9,1.2
??????????,??????,?????,2,??? ??????? ??,Uvurhangai,Hujirt,Uujim,Shar chuluunii am,102.522,46.77078,3,3.6,0.8,10.8,9.4,9.4,4.1,39.7,24.1,17.8,10.7,4,5.5,2
??????????,??????,???????,5,??????,Uvurhangai,Hujirt,Shunhlai,Huurai,103.0768,46.81953,,,,,,,,,1.9,6,4.5,3.4,1.8,3.4
??????????,??????,???????,5,??????????? ??????/???????? ?????,Uvurhangai,Hujirt,Shunhlai,Hashaalaagui talbai/Tudeviin tsohio,102.7797,46.90767,2.2,0.1,0.1,0.3,1.6,3.8,1.5,1.4,4.1,5.6,2.8,4.3,3.6,1.6
????????,?????????,????,1,??????????? ??????/?????,Umnugovi,Bayandalai,Bayan,Hashaalaagui talbai/Tovon,103.5541,43.5043,,,,,,,,,1.4,0.4,0.1,0.01,0.5,0.01
????????,?????????,????,1,?????,Umnugovi,Bayandalai,Bayan,Goyoot,103.6326,43.5073,1.3,0.01,0.1,0.05,0.4,2.4,1.5,1.4,,,,,,
????????,?????????,?????,2,????,Umnugovi,Bayandalai,Naran,Suuj,103.3381,43.1658,2,0.2,0.2,0.3,0.9,3.5,1.6,2,0.1,0.2,0.1,0.6,0.5,0.01
????????,?????????,?????,3,??????,Umnugovi,Bayandalai,Tuhum,Horoot,103.4407,43.5645,,1,0.1,0.5,1.5,0.8,3,0.4,0.4,0.3,0.1,1.1,0.9,0.01
????????,????-????,??????,1,??????????? ??????,Umnugovi,Bayan-Ovoo,Mogoit,Hashaalaagui talbai,106.0978,42.9682,,,,,,,,,0.5,0.4,0.1,0.7,0.2,0.1
????????,????-????,??????,1,?????? ??? ????,Umnugovi,Bayan-Ovoo,Mogoit,Suhain huh ovoo,106.1078,43.1262,,1.7,0.1,0.5,0.9,1.7,2.2,0.6,,,,,,
????????,????-????,?????,3,?????,Umnugovi,Bayan-Ovoo,Nalih,Huurt,105.6658,43.0512,,1.5,0.1,1.1,1,1.3,1.1,0.8,0.5,0.6,0.2,0.8,0.1,0.01
????????,????-????,??????,2,????? ??,Umnugovi,Bayan-Ovoo,Harzag,Ergen us,106.1568,42.8588,,,,,1.2,0.7,1.4,0.7,0.6,0.7,0.1,1,0.2,0.1
????????,??????,??????,4,??????????? ??????,Umnugovi,Bulgan,Bulgan,Hashaalaagui talbai,103.5253,44.0908,0.9,0.2,0.1,0.4,0.5,1.8,0.7,1.9,0.01,0.9,0.6,3.3,1,0.01
????????,??????,???,2,????? ?????,Umnugovi,Bulgan,Dal,Undur yagaan,103.6812,44.0838,2.5,0.3,0.1,0.05,0.9,0.7,0.9,1.1,0.4,1.1,0.6,1.6,1,0.01
????????,??????,???,1,???,Umnugovi,Bulgan,Den,Den,103.3762,44.1274,2.2,0.5,0.4,1.1,4.9,4,1,2.3,1.3,0.9,1.1,0.6,1.6,0.1
????????,??????,????????,3,????? ??????,Umnugovi,Bulgan,Havtsgait,Ulaan tolgoi,103.309,43.9109,1.6,1.2,0.1,0.2,0.2,0.2,0.8,1.5,1.9,3.8,2.8,2,2.7,0.001
????????,?????????,??????,2,???????,Umnugovi,Gurvantes,Bayasah,Dusluur,101.5256,43.2528,0.3,0.01,0.1,0.05,0.2,0.8,0.8,2.7,0.2,2.1,0.1,0.8,1.6,0.001
????????,?????????,?????,1,??????,Umnugovi,Gurvantes,Goyoot,Tamgat,100.6578,43.5706,0.9,0.6,0.2,0.1,0.5,1.6,3.7,2.8,1.6,2.4,2.8,1,1,0.1
????????,?????????,????,3,?????? ?????,Umnugovi,Gurvantes,Tost,Tsagaan huruu,100.7486,43.2018,,,,,0.3,1,3.6,2.1,2.8,2.7,0.6,0.8,1.4,0.1
????????,?????????,???,4,??????????? ??????,Umnugovi,Gurvantes,Urt,Hashaalaagui talbai,101.0135,43.2506,,,,,,,,,0.3,3.2,0.6,1.4,2.3,0.2
????????,?????????,???,4,????????,Umnugovi,Gurvantes,Urt,Murgutsug,100.9463333,43.14147222,,0.5,0.1,0.8,1.3,4.2,0.6,0.6,,,,,,
????????,???????????,???????????,8,??????????? ??????,Umnugovi,Dalanzadgad,Tsagaan bulag,Hashaalaagui talbai,104.3776,43.6409,,,,,,,,,1.6,3,1.9,0.8,0.6,0.2
????????,???????????,???????????,8,???? ?????,Umnugovi,Dalanzadgad,Tsagaan bulag,Baga bulag,104.4421,43.5192,0.2,0.1,0.1,0.3,0.5,1.3,3.6,0.8,,,,,,
????????,??????-????,?????????,2,?????,Umnugovi,Mandal-Ovoo,Bayanhoshuu,Gavuu,104.0781,44.3518,0.1,0.1,0.1,0.4,1.3,0.9,2.8,1.8,,,,,,
????????,??????-????,??????,3,???? ??????,Umnugovi,Mandal-Ovoo,Mandal,Gants burgas,103.9043,44.614,0.1,0.1,0.1,0.2,0.3,1.5,2.5,0.4,1.3,1.5,1.8,,0.7,0.1
????????,??????-????,?????,1,?????????,Umnugovi,Mandal-Ovoo,Utgun,Durvuljin,103.97725,44.74948333,,,,,,,,,2,2.6,3.2,,3.1,0.3
????????,??????-????,?????,1,??????????? ??????,Umnugovi,Mandal-Ovoo,Utgun,Hashaalaagui talbai,104.0363,44.6582,0.3,1.2,0.1,0.5,0.9,1.1,2,0.3,0.2,1.4,1.5,0.8,0.1,0.001
????????,??????,?????,4,?????,Umnugovi,Manlai,Dalai,Naran,106.621,44.1559,,,,,,,,,0.4,0.4,0.7,1.1,0.7,0.01
????????,??????,?????,4,??????????? ??????,Umnugovi,Manlai,Dalai,Hashaalaagui talbai,106.8844,44.0919,0.5,0.6,0.1,1.4,2.6,1.1,1.5,0.2,,,,,,
????????,??????,?????????,3,?????,Umnugovi,Manlai,Jargalant,Sonor,106.7626111,44.00966667,0.3,0.8,0.1,0.4,0.4,0.7,2.4,0.2,1.2,0.4,1.4,1.6,0.4,0.2
????????,??????,???????,2,??? ????,Umnugovi,Manlai,Uguumur,Gun bayan,107.0998,44.0731,0.1,0.5,0.1,1.8,2.7,4.2,4,0.5,1.2,1,2.5,2.1,0.2,0.1
????????,??????,?????,1,??????,Umnugovi,Manlai,Uyehii,Toonot,107.0413,44.261,1.2,0.3,0.1,0.05,1.4,0.8,1.8,1.1,1.2,2.1,3.9,0.8,1.5,0.2
????????,????,????????,2,?????????,Umnugovi,Noyon,Ganzagad,Tsoohondoi,102.5992,42.9849,1.4,0.4,0.7,0.4,0.7,1.5,3.7,1.3,0.8,0.4,0.4,0.4,2.6,0.4
????????,????,??????,1,????,Umnugovi,Noyon,Sairan,Suuj,101.8922,43.1889,,,,,,,,,1.8,0.8,0.1,0.7,2.8,0.01
????????,????,??????,1,??????????? ??????,Umnugovi,Noyon,Sairan,Hashaalaagui talbai/hutul,102.1163,43.1643,1,0.6,0.1,1.3,,,,,,,,,,
????????,??????,????,5,??????????? ??????,Umnugovi,Nomgon,Bogt,Hashaalaagui talbai,105.1147,42.8486,0.5,,0.1,,,,0.8,0.5,0.5,0.5,0.3,3.2,0.2,0.01
????????,??????,????,5,??????? ?????? ?????,Umnugovi,Nomgon,Bogt,Zanganii tsagaan nuruu,105.2909444,42.60028333,0.6,0.9,0.1,1.6,1.2,0.8,1.6,1.8,,,,,,
????????,??????,???????-??,3,?? ???,Umnugovi,Nomgon,Dersene-Us,Ih den,105.0365,42.5252,,0.8,0.1,2.6,0.8,3.3,2.1,2.5,1,1.4,0.6,3.8,0.6,0.3
????????,??????,?????,2,32-?? ?????,Umnugovi,Nomgon,Tuhum,32 iin hudag,104.8203,42.7467,0.6,0.8,0.1,2.2,1.2,1.8,0.5,2.1,0.8,1.8,0.8,3.2,0.5,0.3
????????,??????,?????????,1,???? ??????? ,Umnugovi,Nomgon,Harmartai,Buur hairhan,104.9016,42.8752,0.6,1,0.1,2.4,1.1,1.5,0.7,0.6,0.6,1.3,1.5,0.3,0.5,0.2
????????,??????,??????????,4,??????????,Umnugovi,Nomgon,Emgenbulag,Emgenbulag,105.3431,42.9446,3.8,0.6,0.1,0.05,0.4,1.1,0.6,1.7,0.6,0.7,2.3,4.6,0.6,0.2
????????,??????,???????,3,??????????? ??????,Umnugovi,Sevrei,Builsan,Hashaalaagui talbai/Naran,102.2657,43.5829,,,,,,,,,0.3,0.9,0.2,0.6,0.8,0.1
????????,??????,???????,3,???,Umnugovi,Sevrei,Builsan,Uvt,102.5819,43.5979,2.5,1.2,0.1,0.05,0.1,1.4,0.6,1.2,,,,,,
????????,??????,????????,1,2 ??????? ?????,Umnugovi,Sevrei,Sainshand,2 hudgiin teseg,101.9897,43.7327,0.65,1,0.1,0.05,0.8,1,0.9,1,0.1,1,0.1,0.8,0.5,0.01
????????,??????,?????,2,?????? ????,Umnugovi,Sevrei,Hoolt,Zadgai shand,102.8017,43.8648,2.9,1.9,0.6,0.4,0.2,0.5,0.3,0.2,1.1,0.7,0.8,1.6,0.3,0.001
????????,???????,????,4,???? ???,Umnugovi,Hanbogd,Bayan,Uhaa zag,107.3843,43.3349,3,3.4,1,1.2,0.6,0.9,0.4,0.8,0.5,4.5,0.6,1.8,0.4,0.4
????????,???????,????????,2,??????,Umnugovi,Hanbogd,Gaviluud,Argalt,107.0126,43.3246,4,2,0.6,0.2,0.7,0.8,0.4,0.9,1,6.4,1.2,3,0.1,0.8
????????,???????,????????,3,??????,Umnugovi,Hanbogd,Javhlant,Tesget,107.0207,43.0397,,,,,,,,,1.2,4.5,0.2,1.3,0.4,0.8
????????,???????,????????,3,??????????? ??????,Umnugovi,Hanbogd,Javhlant,Hashaalaagui talbai,107.1864,43.1939,3.8,1.3,0.4,0.1,0.3,0.8,1,0.4,,,,,,
????????,???????,??????,1,???????? ??,Umnugovi,Hanbogd,Nomgon,Builstiin am,107.4808,43.057,4.6,0.2,0.1,0.1,0.2,1.8,3.2,0.1,0.6,1.6,0.5,1.2,0.2,0.6
????????,?????????,?????????,4,????????,Umnugovi,Hanhongor,Jargalant,Shavartai,104.6453,43.3697,3.9,0.1,0.1,1.3,1.4,4.6,2.3,0.5,0.3,1.4,0.2,3.8,1.4,0.2
????????,?????????,??????,1,?????,Umnugovi,Hanhongor,Mandah,Unegt,104.2742,43.8334,5.1,0.3,0.1,0.6,1.2,2.5,2.9,0.4,1.1,1.4,1,3.2,0.6,0.01
????????,?????????,???????,2,?????? ???,Umnugovi,Hanhongor,Uguumur,Bumtiin zoo,104.4191,44.0106,,0.3,0.1,1.2,1.3,2.7,2.6,0.3,0.4,0.5,0.7,3.5,1.1,0.1
????????,?????????,??????,3,???-???,Umnugovi,Hanhongor,Hondot,Han-Uul,104.7108,43.5655,1.6,0.2,0.1,0.4,1.5,0.8,1.3,1.2,0.8,1.9,0.2,0.8,2.5,0.1
????????,??????,??????,1,?????? ???,Umnugovi,Hurmen,Janjin,Tsenher del,104.0206,42.6368,1.6,0.3,0.1,0.7,1.9,3,0.4,1.2,0.01,0.3,0.2,1.8,0.6,0.4
????????,??????,?????,2,??? ?????,Umnugovi,Hurmen,Tulga,Huh undur,103.9071,43.1598,3.3,0.3,0.1,1.5,0.8,2.2,1.5,2.1,0.6,0.5,1,1.4,0.7,0.6
????????,??????,??????,3,????? ???,Umnugovi,Hurmen,Hurmen,Ulaan tsav,104.0144,43.2808,,,,,,,,,2,0.2,0.7,3.45,2.2,0.1
????????,??????,??????,3,??????????? ??????,Umnugovi,Hurmen,Hurmen,Hashaalaagui talbai,104.067,43.3182,1.1,2.6,0.1,0.6,2.7,2.9,5.1,1.3,,,,,,
????????,????-????,????,3,?????,Umnugovi,Tsogt-Ovoo,Naiz,Erjin,104.926,44.1886,1.6,1.1,0.1,0.4,1.1,3.6,3.9,1.2,1.2,1.5,0.8,0.6,0.3,0.2
????????,????-????,???????,2,??????????? ??????/??? ?????,Umnugovi,Tsogt-Ovoo,Borteeg,Hashaalaagui talbai/Bor huruu,105.3126,44.4017,,,,,,,,,1.9,2.2,1.5,2,0.3,1
????????,????-????,???????,2,???????? ????,Umnugovi,Tsogt-Ovoo,Borteeg,Yamaagiin shand,105.387,44.1738,1.1,1.7,0.1,0.4,1.1,1.5,1.2,0.8,,,,,,
????????,????-????,?????????,1,?????,Umnugovi,Tsogt-Ovoo,Zamiin shand,Zavag,104.9275,44.5542,1,0.4,0.1,0.4,1.6,0.9,3.9,0.2,1.5,2.9,1.4,4.5,0.2,0.1
????????,?????????,??????,2,????? ,Umnugovi,Tsogttsetsii,Bilgeh,Zalaa,105.8567,43.7388,,,,,,,,,0.2,2.6,0.5,1.4,0.2,0.3
