AimagName_mng,SoumName_mng,BagName_mng,BagN,PlotName_mng,AimagName,SoumName,Bagname,PlotName,Longitude,Latitude,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
????-?????,??????,?????,6,???,Bayan-Ulgii,Deluun,Bugat,Hag,90.662611111,48.034555556,,0.3,1.4,1.4,2,4.2,1.7,4.3,4.1,3.5,1.1,1.1,1.4,3
????-?????,??????,??????,8,?????,Bayan-Ulgii,Deluun,Burged,Ovoot,91.056400000,47.651400000,0.5,0.2,0.9,0.6,1.6,2.5,1.8,1.5,1.4,1.1,1,2,1,2
????-?????,??????,???????,1,??? ????,Bayan-Ulgii,Deluun,Dalakul,Tal nuur,90.276200000,47.995100000,0.6,0.3,1.2,0.7,1,3.2,3.9,1.4,1.2,0.8,0.6,0.5,0.6,0.2
????-?????,??????,???????,5,??? ???? ??,Bayan-Ulgii,Deluun,Rashaant,Har usnii eh,90.908600000,47.795600000,,0.6,0.8,1,1.8,2.1,2.6,2.2,4.3,3.1,1.2,4,1.6,3.5
????-?????,??????,?????????,2,???? ??????,Bayan-Ulgii,Deluun,Saralahaz,Baga huurai,90.720416667,47.551966667,0.4,0.2,0.8,0.9,1.5,4.8,1,4.1,3.9,3,0.6,2.2,1.5,1.8
????-?????,??????,??????,3,???-???,Bayan-Ulgii,Deluun,Har-Uul,Har-Uul,90.561500000,47.978500000,0.6,0.2,0.8,1.2,1.2,2.1,1.8,1.4,1.4,1.2,0.3,1.7,1.1,1.4
????-?????,??????,?????????????????,9,??????????? ??????/????????? ??????,Bayan-Ulgii,Deluun,Huh tolgoi sumiin tuv,Hashaalaagui talbai/Zuulhunii hundii,90.654700000,47.853800000,0.9,0.2,1.3,0.7,1,4,5.8,1.3,1.5,1.3,0.6,1,1.6,1.5
????-?????,??????,??????????,10,????? ?????,Bayan-Ulgii,Deluun,Huiten nuur,Salaa hutul,90.456444444,48.074666667,0.45,0.2,0.8,0.8,2.7,7.6,3.9,4.3,4,2.2,0.8,1.2,1.5,3.4
????-?????,??????,????????,4,???? ?????,Bayan-Ulgii,Deluun,Chihertei,Hozi olmes,90.505722222,47.874027778,0.9,0.4,1.2,1.2,1.1,5.4,1.5,4.8,2.1,2,0.8,3.8,1.2,2.2
????-?????,??????,????????,4,????????? ??,Bayan-Ulgii,Deluun,Chihertei,Tugrugiin am,90.659900000,47.639100000,0.6,0.2,1.2,1.2,2.1,4.8,1.4,5.2,4.7,3.9,1.6,2,1.8,6.6
????-?????,??????????,?????,8,?????,Bayan-Ulgii,Nogoonnuur,Asgat,Asgat,90.009300000,49.896000000,0.65,0.2,4.1,,7.5,4,1.8,1.4,,,5.7,5,11,2.6
????-?????,??????????,??????,1,???????,Bayan-Ulgii,Nogoonnuur,Bahlag,Tsahiurt,89.993200000,49.204300000,1,0.5,2.5,0.6,1.3,1.7,4.2,3,0.9,4.1,,3.4,2.8,1
????-?????,??????????,???????????,4,?????,Bayan-Ulgii,Nogoonnuur,Ulaanchuluun,Heree,89.755888889,49.602750000,,,,,,0.6,1.8,1,0.2,0.6,1.7,2,2.1,0.8
????-?????,??????????,????,3,??????,Bayan-Ulgii,Nogoonnuur,Hovd,Borhag,90.001333333,49.477861111,,0.1,2.9,0.9,7.8,4.7,1.8,4,2.2,3.3,1.2,4.5,5.8,1.5
????-?????,??????????,??????????,7,?????????,Bayan-Ulgii,Nogoonnuur,Hosharagai,Harmagnai,89.726600000,49.577200000,1.4,0.01,1.9,2.5,2,1.9,1.7,0.9,0.3,1.7,1.3,1.5,2.5,0.9
????-?????,??????????,??????????????????,6,??????????? ??????/????? ?????,Bayan-Ulgii,Nogoonnuur,Hizil hain,Hashaalaagui talbai/Zahiin ulaan,90.236300000,49.606400000,0.3,0.5,,2.9,0.8,1.9,1.9,0.8,0.3,2.9,1.8,3.1,7.5,2
????-?????,??????????,??????????,9,????? ??????,Bayan-Ulgii,Nogoonnuur,Tsagaannuur,Taliin tolgoi,89.439400000,49.547000000,0.8,0.3,,2.4,,2.3,2.1,,,,1,1.3,2.6,0.7
????-?????,??????????,??????????,1,??????,Bayan-Ulgii,Nogoonnuur,Bahlag,Buraat,89.530300000,49.493700000,,,,,,,,,0.3,1.2,1.2,6,2.6,1.2
????-?????,??????????,??????,2,????? ???,Bayan-Ulgii,Nogoonnuur,Chihtei,Hatuu bel,90.268333333,49.238055556,1.3,0.4,1.9,3.7,4.4,7.4,3,5.1,1.5,0.6,2.8,7.4,5.3,2.5
????-?????,??????????,?????,5,????? ???,Bayan-Ulgii,Nogoonnuur,Yamaat,Yamaat uul,90.235944444,49.456500000,1.4,0.4,2,3.8,5.8,4.9,1.7,5.1,1.6,3.9,4.4,6.6,5.6,2.9
????-?????,?????,??????,9,????????,Bayan-Ulgii,Ulgii,Huh had,Harganat,89.870600000,49.040900000,1.1,0.3,0.2,0.3,1.1,2.5,7.6,1.3,2.4,0.8,0.65,1,3,1.6
????-?????,?????,??????,9,???????? ??????,Bayan-Ulgii,Ulgii,Huh had,Hashaalaagui talbai/Salhitiin hundii,89.923600000,48.982700000,,,,,,,,2.6,,,,1.4,5.2,4.8
????-?????,??????,???????,3,???????,Bayan-Ulgii,Sagsai,Akhorim,Akhorim,88.888400000,48.490900000,2.1,0.01,1.1,1.1,0.9,1.3,,1.4,1,0.5,0.8,3,2.4,1.1
????-?????,??????,????,6,?????????,Bayan-Ulgii,Sagsai,Dayan,Harchuluut,88.891500000,48.496000000,2.2,1.2,1,1.1,1.4,2.1,2.6,1.2,1,1,1,0.4,3.8,2.3
????-?????,??????,????,,????????,Bayan-Ulgii,Sagsai,Dayan,Arhaalga,88.911888889,48.285444444,,,,,,,,2.6,1.7,1.4,1.2,2.3,1.8,1.6
????-?????,??????,?????????,5,??????????? ??????,Bayan-Ulgii,Sagsai,Uujim,Hashaalaagui talbai,89.675300000,48.896100000,1.3,0.3,0.9,0.9,1,1.7,6,1.5,2.1,1,0.9,1.5,4.6,1.6
????-?????,??????,???????,2,???,Bayan-Ulgii,Sagsai,Hol agash,Hag,89.330933333,48.724500000,1.1,0.4,0.8,0.9,1.1,1.3,,,1.3,0.5,1,1.6,1.8,3.6
????-?????,??????,?????,1,?????,Bayan-Ulgii,Sagsai,Yamaat,Buhun,89.844016667,48.902233333,2.4,0.35,1,1.1,1.6,1.9,,2.2,1.1,1.4,0.4,2.4,5,3.6
????-?????,?????,?????????,4,???,Bayan-Ulgii,Tolbo,Duruu nuur,Hag,90.674700000,48.249400000,0.2,0.1,0.4,0.6,1.3,1.3,3.5,1.8,1.6,1.6,1,1.7,1.4,2.4
????-?????,?????,?????????,2,??????,Bayan-Ulgii,Tolbo,Tolbo nuur,Kungei,90.459800000,48.278100000,0.5,0.2,0.5,0.8,1.2,1.5,3.3,1.8,1.7,1.7,1.6,0.8,1.8,3.1
????-?????,?????,??????????,3,????,Bayan-Ulgii,Tolbo,Hongor ulun,Must,90.306500000,48.413900000,0.5,0.2,0.4,0.6,1.7,1.4,3.9,,,,1.2,1.4,2.4,2.2
????-?????,?????,?????????????,5,??????????? ??????,Bayan-Ulgii,Tolbo,Huh tolgoi sumiin tuv,Hashaalaagui talbai,90.323500000,48.401700000,,,,,,1.5,2.3,1.7,1.8,2.1,0.8,2,2.7,3.2
????-?????,?????,??????,2,??????,Bayan-Ulgii,Tolbo,Buraat,Buraat,90.323000000,48.427600000,0.3,0.1,0.3,0.8,1.3,1.5,3.4,1.8,1.5,1.6,1.1,1.1,1.5,2.9
????-?????,?????,???,3,?????,Bayan-Ulgii,Tolbo,Hash,Naran,90.479500000,48.224620000,0.4,0.1,0.4,0.5,1.4,1.4,3.4,1.9,1.6,1.8,1.4,1,2.8,2.8
????-?????,????????,????????,5,??????????? ??????/??????????? ??,Bayan-Ulgii,Ulaanhus,Bayanzurh,Bayanzurhiin am,89.504750000,49.122888889,0.5,0.3,0.3,0.3,0.3,2.2,2.2,3.4,3.2,3.6,1.6,1.8,3.9,4.2
????-?????,????????,?????/???????/,7,????????? ??,Bayan-Ulgii,Ulaanhus,Biluu,Biluugiin am,89.464800000,49.075800000,,,,,,3.7,,,,,1.6,2.8,2.3,2.6
????-?????,????????,?????2(????????),8,??????????? ??????/????,Bayan-Ulgii,Ulaanhus,Biluu (sumiin tuv),Hashaalaagui talbai/Jiek,89.363400000,49.033600000,0.4,0.3,0.2,0.3,0.8,5.4,3.2,2.7,2.5,2.8,1.8,2.8,2.8,3.3
????-?????,????????,????,6,???????,Bayan-Ulgii,Ulaanhus,Dayan,Haratas,88.868361111,48.536111111,0.6,0.3,0.3,0.4,0.7,3,1.7,4.6,4.2,5.5,2.5,3,3.5,4
????-?????,????????,???????,1,??????,Bayan-Ulgii,Ulaanhus,Ih oigor,Jalpah,88.538277778,49.319111111,0.2,0.3,0.2,0.4,1.2,3.6,5.6,4.3,4.5,5.2,2.2,1.8,4.8,4.5
????-?????,????????,??????,4,??????,Bayan-Ulgii,Ulaanhus,Sogoog,Sogoog,89.301800000,49.171400000,1.46,0.2,0.3,0.3,0.5,0.2,4,1.7,1.8,2.5,1.5,2,2.4,3
????-?????,????????,????????,2,??? ?????,Bayan-Ulgii,Ulaanhus,Huh hutul,Huh hutul,88.832100000,49.309300000,0.2,0.5,0.1,0.3,0.4,3.2,2.5,2.9,3,4.5,1.5,2.3,3,4
????-?????,????????,??????,3,??????,Bayan-Ulgii,Ulaanhus,Huljaa,Huljaa,89.166666667,49.347138889,0.4,0.2,,,0.4,0.2,5.4,2.5,2.6,3.3,1.3,0.2,3.6,3.9
????-?????,??????,?????????,5,??? ???????,Bayan-Ulgii,Tsengel,Borburgas,Bor burgast,88.809900000,48.861300000,,0.7,3.3,3.5,1.3,2.7,1.6,2.6,1.9,3,1.6,0.7,7.9,2.5
????-?????,??????,?????????????,7,??????????? ??????/???????,Bayan-Ulgii,Tsengel,Doloon gatalga,Hashaalaagui talbai/Sarikol,89.159300000,48.970700000,0.2,0.1,0.5,0.7,1.8,2.6,3.4,1,0.8,1,0.4,1,2.6,1.2
????-?????,??????,??????????,2,?????? ????,Bayan-Ulgii,Tsengel,Zagast nuur,Zagast nuur,88.639616667,49.079100000,2,1,2.9,2.7,1.3,2.8,1.4,2,1.1,2.6,1.3,1.5,5.2,1.8
????-?????,??????,????????,6,?????? ?????,Bayan-Ulgii,Tsengel,Ust tohoi,Baibol hoshuu,89.191277778,48.857833333,1.3,0.3,3.1,3.8,1.8,2.2,1.8,2.6,1.6,2.3,1,1.5,5.2,2.4
????-?????,??????,??????,4,??????,Bayan-Ulgii,Tsengel,Har-Uul,Mogoit,88.638138889,48.737472222,,1.1,3.2,3.7,2.4,2.9,1.4,2,1,2.2,0.6,0.7,3.2,1.5
????-?????,??????,???????????,3,??/?????,Bayan-Ulgii,Tsengel,Tsagaan tunge,Shi/Derst,88.998600000,48.993000000,2.2,0.4,0.7,1.5,2.1,3.5,0.6,2.2,0.4,2.5,0.9,1.1,3.3,2.2
????-?????,??????,???????,1,???????,Bayan-Ulgii,Tsengel,Shargovi,Shargovi,88.740400000,48.966700000,1,0.2,0.6,1.2,1.7,2.8,0.5,1.6,1.2,1.7,0.6,0.9,3.4,1
????-?????,??????,??????,9,??? ????,Bayan-Ulgii,Tsengel,Hushuut,Jol govi,89.220900000,48.949400000,1.7,1.3,3,3.6,3,3.7,3.2,3,2.1,4,1.6,2,6.7,3.5
??????????,?????????,?????????,1,?????? ??????,Bayanhongor,Baatsagaan,Bayanbulag,Honhor tsagaan,99.470940000,45.321530000,,0.2,0.01,0.2,1.4,1.4,5.1,1.5,1.2,1.2,0.4,0.6,1.1,0.01
??????????,?????????,????????,7,??????????? ??????/?????????,Bayanhongor,Baatsagaan,Bayansair,Hashaalaagui talbai/Haisandai,99.414860000,45.572390000,0.1,0.1,0.3,0.2,1.2,1.2,2,0.2,0.8,1.2,0.1,0.6,0.8,0.01
??????????,?????????,???????,3,?????? ????,Bayanhongor,Baatsagaan,Builsan,Tsagaan munh,99.813440000,45.781470000,0.01,0.2,0.2,0.1,0.5,0.5,1.2,1.2,1.9,1.2,0.8,1.1,0.6,0.01
??????????,?????????,?????,4,?????,Bayanhongor,Baatsagaan,Mogoi,Mogoi,100.142470000,45.818280000,0.01,0.2,0.3,0.3,1.9,1.9,5,0.6,0.2,2.2,0.2,0.4,1.3,0.1
??????????,?????????,??????,5,??????,Bayanhongor,Baatsagaan,Tovgor,Hatavch,99.338220000,45.697610000,0.01,0.1,0.3,0.2,1.2,1.2,,,,0.1,0.3,0.2,0.4,0.01
??????????,?????????,????,4,??????????? ??????/????????? ??,Bayanhongor,Bayanbulag,Burd,Hashaalaagui talbai/Bituugiin am,98.079110000,46.818060000,0.9,2.95,3.8,3.5,5.3,5.3,1.5,2.6,1.2,2.6,0.8,1.8,4.8,0.7
??????????,?????????,?????????,2,?????? ??,Bayanhongor,Bayanbulag,Jargalant,Dundiin am,98.288140000,46.814190000,1.4,3.4,2.8,3.8,5,5,2.5,2.4,3.4,4.8,2.5,0.8,7.1,1
??????????,?????????,????????????,1,?????? ??? ??????,Bayanhongor,Bayanbulag,Sangin dalai,Beliin har tolgoi,98.071810000,46.671640000,0.45,5.6,3.4,3.6,,,0.7,1.1,2.5,4.2,2.7,0.9,5.5,0.6
??????????,?????????,??????,3,??????? ????? ??????,Bayanhongor,Bayanbulag,Hangal,Bumbanii ulaan tolgoi,98.370610000,46.889810000,0.7,2.2,1,0.05,1.7,1.7,0.9,2.1,1.4,2.7,2.4,0.6,3.7,1.2
??????????,????????,?????,3,??????,Bayanhongor,Bayangobi,Zalaa,Tsendii,99.858750000,44.937280000,0.6,0.5,1.2,0.05,0.4,0.4,0.6,2.5,4.5,2.3,0.2,0.2,1.3,0.01
??????????,????????,?????,5,??????????? ??????/??????? ???,Bayanhongor,Bayangobi,Urgun,Hashaalaagui talbai/Heltgii tal,100.402810000,44.749280000,1.1,0.7,1,0.05,0.3,0.3,0.2,1.6,0.6,1.2,0.1,0.2,0.5,0.01
??????????,????????,????,2,?? ??????,Bayanhongor,Bayangobi,Urht,Ar tsagaan,100.061470000,44.477190000,,1.8,2.2,1.5,1.3,1.3,0.7,4.7,0.8,1.3,0.1,0.3,0.5,0.01
??????????,????????,????????????,1,????? ?????,Bayanhongor,Bayangobi,Heltgii bulag,Ulaan chuluu,100.496110000,44.825530000,1.45,0.3,0.6,0.05,0.4,0.4,1.3,5.5,3.2,4.4,0.2,0.5,1.9,0.01
??????????,????????,??????,4,???? ??????,Bayanhongor,Bayangobi,Tsoohor,Dund tsoohor,100.087970000,44.336250000,1,0.4,0.01,0.05,0.7,0.7,2,0.3,2.3,2.5,0.1,0.2,1.6,0.01
??????????,???????,????????,3,???? ??? ??????,Bayanhongor,Bayanlig,Baga bayan,Toit huh tolgoi,100.893640000,44.315140000,0.3,0.2,0.6,0.3,1.9,1.9,0.6,2.8,0.2,0.6,0.1,2.2,0.5,0.001
??????????,???????,????-?????,2,????????? ??,Bayanhongor,Bayanlig,Bayan-Aarag,Hatavchiin eh,101.148000000,44.662580000,0.17,0.3,0.01,0.05,0.8,0.8,1.6,1.1,0.01,1.1,0.3,0.3,1,0.01
??????????,???????,??????,4,?????? ???,Bayanhongor,Bayanlig,Ih bayan,Gashuun del,100.603080000,44.354030000,0.75,0.01,0.9,0.5,1.8,1.8,1.9,0.3,0.6,0.5,0.1,0.01,0.6,0.001
??????????,???????,?????????,1,???? ???,Bayanhongor,Bayanlig,Halbagant,Dund huh,100.809470000,44.764690000,,0.2,0.01,0.05,1,1,1.1,4.4,0.01,2,0.2,2.6,1.4,0.01
??????????,???????,???????????,5,??????????? ??????/????? ??????,Bayanhongor,Bayanlig,Hatan suudal,Hashaalaagui talbai/Hatan suudal,100.844970000,44.555250000,,,,,,,3.3,5.2,0.3,1.4,0.1,0.7,1.2,0.01
??????????,????-????,???????,3,??? ??????,Bayanhongor,Bayan-Ovoo, Asgamba,Shar hundii,100.478805556,46.286805556,,,,,,1.8,0.2,3.9,3.5,4,0.8,2.6,7.7,0.3
??????????,????-????,?????????????,1,?????? ????,Bayanhongor,Bayan-Ovoo,Mandal hairhan,Honhor ders,100.317944444,46.380861111,,,,,,1,1.2,3,3,3.5,0.2,2.2,1.3,0.2
??????????,????-????,???????????,2,??? ???????? ??,Bayanhongor,Bayan-Ovoo, Uranhairhan,Har chuluutiin eh,100.128805556,46.117055556,,,,,,1,2.5,3.1,2,2.8,0.8,5.5,1.4,0.1
??????????,????-????,???????,4,???? ??????,Bayanhongor,Bayan-Ovoo,Huh burd,Elst tolgoi,100.383611111,46.003194444,0.5,0.8,0.01,0.05,1.4,1.4,2.8,0.7,2.9,3,0.6,0.5,0.2,0.01
??????????,????-?????,??????????,1,??? ??????,Bayanhongor,Bayan-Undur, Ulaan uzuur,Har tolgoi,98.352830000,44.885220000,,0.5,0.2,0.05,0.5,0.5,3.6,0.4,1,1.3,0.4,3.8,0.4,0.2
??????????,????-?????,??????,3,??????????? ??????/??????? ?????,Bayanhongor,Bayan-Undur, Bulgan,Hashaalaagui talbai/Sangiin dalai,98.658500000,44.791138889,,,,,,,1,,0.4,0.8,0.1,1,0.4,0.01
??????????,????-?????,?????,4,???? ???,Bayanhongor,Bayan-Undur, Idren,Alag had,98.496083333,44.436333333,0.4,0.5,0.01,0.05,1.2,1.2,1.6,0.6,,,0.1,0.6,0.4,0.01
??????????,????-?????,?????,2,??????? ?????,Bayanhongor,Bayan-Undur,Elgen,Shirgiin hudag,98.835720000,44.763640000,,,,0.65,,,0.7,3.1,0.8,1.2,0.2,0.01,1.4,0.01
??????????,??????????,?????????,9,?????,Bayanhongor,Bayanhongor,Yesunbulag,Namag,100.695940000,46.159833333,,,,,,,0.9,0.8,0.7,2.2,0.5,0.4,4.8,0.2
??????????,??????????,????????????,5,??? ?????,Bayanhongor,Bayanhongor,Tsagaan chuluut,Har uzuur,100.748640000,46.241830000,,,,,,,0.8,0.6,0.9,2.1,0.4,0.01,3,0.3
??????????,??????????,?????,7,??????????? ??????/???????? ????,Bayanhongor,Bayanhongor,Tsahir,Hashaalaagui talbai/Nisehiin denj,100.701390000,46.175420000,,,,,,,1.6,0.8,0.7,1.4,0.4,0.5,0.6,0.2
??????????,??????????,????????????,2,????????? ??????,Bayanhongor,Bayanhongor,Erdenemandal ,Duursahiin hundii,100.664470000,46.200030000,,,,,,,3.3,3.5,0.3,0.2,0.4,2.6,3.2,0.3
??????????,??????????,?????????,5,??????????? ??????/?????,Bayanhongor,Bayantsagaan, Bayanbulag,Hashaalaagui talbai/Yembuu,98.929940000,45.000440000,,1.5,0.4,0.5,1.5,1.5,1.4,0.9,1.2,2.6,0.3,0.1,1,0.01
??????????,??????????,???????,1,?????? ??????,Bayanhongor,Bayantsagaan, Gichgene,Gozgor tolgoi,98.618640000,45.092640000,0.15,1.5,0.1,0.7,0.4,0.4,0.7,1.1,1.2,1.7,0.4,0.2,0.6,0.01
??????????,??????????,????????,2,????,Bayanhongor,Bayantsagaan, Delgereh,Huush,98.685780000,45.325440000,0.15,1.2,0.3,6.5,0.8,0.8,2.8,0.8,0.6,2.2,0.3,0.2,0.6,0.01
??????????,??????????,?????????,4,?????? ???????,Bayanhongor,Bayantsagaan, Jargalant,Hamriin ubuljuu,99.198060000,44.953110000,0.7,0.6,0.4,1.2,1.7,1.7,2.1,1.8,0.6,2.3,0.2,0.6,0.4,0.01
??????????,??????????,?????,3,????????? ?????,Bayanhongor,Bayantsagaan, Tsetsen,Tsohiogiin hudag,99.212390000,45.088500000,0.8,1,0.5,1.5,2,2,3.6,1.8,0.6,2.1,0.3,0.1,1.4,0.01
??????????,????,?????,3,????????,Bayanhongor,Bogd,Altai,Zereglee,100.522250000,45.049750000,1,1,0.5,0.8,1,1,3.8,1.6,1.5,2.4,0.3,0.2,1.1,0.01
??????????,????,??????,1,??????,Bayanhongor,Bogd, Luugar,Luugariin am,100.926530000,45.461750000,,,,,,,2.8,0.2,1.5,9.9,0.3,0.2,2.8,0.3
??????????,????,???????,6,??????????? ??????/???????,Bayanhongor,Bogd, Horiult,Hashaalaagui talbai/Horiult,100.767000000,45.182360000,0.1,1.5,1.1,1.8,2,2,3.6,2.8,0.1,1.6,0.2,0.6,0.2,0.01
??????????,????,??????,5,?????? ??,Bayanhongor,Bogd, Tselger,Taaniin am,101.121940000,44.958500000,0.1,1.5,0.4,1.7,2.1,2.1,1.1,2.4,1.8,11.4,0.5,0.1,3.1,0.01
??????????,????,?????,4,??????,Bayanhongor,Bogd,Buyant,Tselger,100.967080000,45.172440000,0.25,0.5,0.4,1.9,2.1,2.1,2.8,1.8,1.2,2.6,0.2,1.8,2.2,0.1
??????????,????,?????????,2,??????,Bayanhongor,Bogd, Gurvan gol,Gashuun,100.647390000,45.183560000,,,,,,,0.9,0.8,1.7,0.5,0.1,1,1.5,0.2
??????????,????????,??????,4,??????????? ??????/?????? ?????,Bayanhongor,Bumbugur,Zadgai,Hashaalaagui talbai/Hooloi hudag,99.587416667,46.200000000,1.9,0.7,1.9,1.6,3.2,3.2,2.6,1.2,2.1,2.1,0.5,1.2,1.8,0.1
??????????,????????,?????????,1,???????? ??????,Bayanhongor,Bumbugur,Ulaan sair,Usregiin hooloi,99.626470000,46.311360000,1.6,1,2.9,0.6,2.1,2.1,3.8,1,1.6,2.9,0.6,1,2.2,0.5
??????????,????????,??????????,3,?????,Bayanhongor,Bumbugur,Hotiin bulan,Yamaat,99.474060000,46.162610000,3.6,1.4,2.3,1.1,2.8,2.8,2.5,1.5,1.1,1.4,0.2,2,1.2,0.01
??????????,????????,?????????,2,??? ??????,Bayanhongor,Bumbugur,Huh tolgoi,Huh tolgoi,99.848500000,46.210890000,0.13,0.4,0.5,0.6,0.8,0.8,2.2,2.7,2.5,2.3,0.9,1.7,2,0.2
??????????,?????????,????,2,?? ????,Bayanhongor,Buutsagaan,Bayan,Ar suul,98.731220000,46.032220000,1,0.8,0.7,1.2,1.6,1.6,4,3.2,0.9,1.3,0.1,2,1.6,0.001
??????????,?????????,????????,4,?????? ????,Bayanhongor,Buutsagaan,Bayan burd,Toliin teeg,98.998833333,46.414750000,1.8,1,1,1.4,1.6,1.6,3.5,3.1,2,1.3,1.2,1.1,4.5,0.2
??????????,?????????,?????,5,?????? ?????,Bayanhongor,Buutsagaan,Naran,Daltiin nuruu,99.073830000,46.277390000,1.2,0.5,0.5,1,1.2,1.2,1.9,1.1,2.2,1.6,0.7,1,6.8,0.3
??????????,?????????,??????,3,??????????? ??????/?????? ??????,Bayanhongor,Buutsagaan,Ulziit,Hashaalaagui talbai/Gurvan tolgoi,98.675190000,46.185420000,1.1,0.6,0.6,1,1.4,1.4,2.8,2.4,1.5,0.8,0.2,3.2,6.1,0.001
??????????,?????????,??????,1,????? ?????,Bayanhongor,Buutsagaan,Temeet,Zamiin hudag,98.987810000,46.157140000,0.8,1.8,1.1,3.4,6.6,6.6,0.2,2.1,1.6,1.3,0.2,1.9,4.8,0.001
??????????,??????,????????,4,?????,Bayanhongor,Galuut,Bayannuur,Jinst,99.976560000,46.830940000,,,,,,,,2.4,2.2,2.4,0.4,1.6,2.9,0.5
??????????,??????,?????????,6,??????????? ??????/????? ??????,Bayanhongor,Galuut,Bayanhoshuu,Hashaalaagui talbai/Ulaan tolgoi,100.149610000,46.711170000,1,2.5,1.1,3.9,2.4,2.4,0.4,1.4,2.2,2.8,0.3,0.4,4,0.8
??????????,??????,??????,5,?????? ??,Bayanhongor,Galuut,Mandal,Agitiin am,100.349860000,46.766860000,1.3,2.2,1.1,7.5,6.8,6.8,0.1,2.8,1.4,1.5,0.4,1.2,1.7,0.5
??????????,??????,??????,2,??????,Bayanhongor,Galuut,Sumber,Sumber,100.206220000,46.615440000,0.9,1.6,1,2.9,3.6,3.6,0.2,1.6,2.1,1.2,0.2,0.7,2.4,0.5
??????????,??????,?????,3,??????????,Bayanhongor,Galuut,Unegt,Bayantsagaan,99.886080000,46.739920000,0.95,1.7,1.1,3.55,4.2,4.2,0.8,1.5,2.1,1.8,0.2,2.1,2.2,0.4
??????????,??????,???????,1,??????? ??????,Bayanhongor,Galuut,Hairhan,Teeliin rashaan,100.128220000,46.867750000,,0.8,0.6,0.8,3.9,3.9,0.5,1.1,1.7,3,0.3,0.4,3.8,0.6
??????????,???????????,????,3,??????,Bayanhongor,Gurvanbulag,Buga,Nariin,98.583833333,47.423222222,,0.6,0.4,0.6,4.1,4.1,0.7,1.2,3.3,2.9,2,1.1,1.7,0.5
??????????,???????????,?????????,2,???????? ?????,Bayanhongor,Gurvanbulag,Davaanii am,Bulagtiin shanaa,98.792750000,47.213890000,,,,,,,4.6,0.9,1.6,2.2,1.8,0.6,3.4,0.4
??????????,???????????,????????????,5,??????????? ??????/?????? ?????,Bayanhongor,Gurvanbulag,Pioner tolgoi,Hashaalaagui talbai/Tsagaan hamar,98.570390000,47.218890000,0.15,0.9,0.7,0.65,4.6,4.6,1.4,1.7,1.3,7.5,4.5,1.8,3,0.1
??????????,???????????,????????,4,?????????,Bayanhongor,Gurvanbulag,Huviin am,Duulganat,98.693610000,47.022920000,0.1,0.5,0.3,0.5,4.2,4.2,2.6,1.3,2.8,6.4,4.1,5.7,4.2,0.6
??????????,???????????,??????,1,?????? ????,Bayanhongor,Gurvanbulag,Tsengel,Getsiin uvur,98.330970000,47.152110000,0.25,2.4,1.5,4.9,7.2,7.2,1.1,4.2,2.2,4.8,3.2,1.8,5.2,0.8
??????????,?????????,?????????,1,??????? ??,Bayanhongor,Jargalant,Nam tolgoi,Elstein am,99.383610000,46.920170000,,2.2,1.6,5.4,4.6,4.6,3.1,4.2,2.2,7.6,1.6,0.9,5.3,0.7
??????????,?????????,??????-?????,2,?????,Bayanhongor,Jargalant,Ulziit-Undur,Boshoo,99.300580000,47.182830000,0.17,2,1.6,6.1,8.1,8.1,1.8,2.1,5.1,16.3,4.6,5.1,12.9,0.8
??????????,?????????,????????????,3,????????? ????,Bayanhongor,Jargalant,Hundlun bulag,Hetsuugiin uvur,99.653970000,47.211140000,,1.9,1.1,5.1,6.6,6.6,1.6,2.8,1.4,10.2,4.2,2.4,13,1.5
??????????,?????????,???????????,4,??????????? ??????/????? ????,Bayanhongor,Jargalant,Emeel tolgoi,Hashaalaagui talbai/Huren buht,99.493280000,47.010170000,,0.01,,0.05,1.4,1.4,1.2,,0.6,4,1.4,6.8,4.8,0.3
??????????,?????,????,5,??????????? ??????/?????? ????,Bayanhongor,Jinst,Bodi,Hashaalaagui talbai/Chuluun ovoo,100.556060000,45.412750000,1.7,0.1,0.1,0.1,3,3,2.3,1.8,,,1,0.9,0.6,0.001
??????????,?????,???????,1,?? ?????,Bayanhongor,Jinst,Uu bulan,Ats huren,100.728110000,45.597000000,0.6,0.2,0.01,0.05,2.6,2.6,2.8,0.7,2.3,2.2,0.4,0.4,2.2,0.2
??????????,?????,?????,3,??? ??????,Bayanhongor,Jinst,Hunug,Huh tolgoi,99.914970000,45.240280000,1.45,0.01,0.01,0.05,2.4,2.4,3.2,0.3,1.2,1.2,0.4,0.2,2.2,0.1
??????????,?????,????,2,????,Bayanhongor,Jinst,Huis,Huis,100.279330000,45.483080000,1.3,0.2,0.1,0.1,2.9,2.9,1.7,1.2,0.5,0.3,0.3,1.3,1,0.01
??????????,?????,????????,4,??? ?????? ?????,Bayanhongor,Jinst,Tsagaan us,Huh chuluun hovil,100.583970000,45.746580000,1.06,0.8,0.3,0.7,5.6,5.6,2,0.9,1.8,1.3,0.3,1,1.4,0.2
??????????,???,?????????,1,???? ?????,Bayanhongor,Zag,Bayanbulag,Gants uudet,99.060500000,47.094330000,,2,0.6,1.4,4.4,4.4,3.4,1.6,3.8,1.3,2.8,1.2,3.5,0.6
